,Protein_product,Replicon_Name,Replicon_Accession,Start,Stop,Strand,Gene,GeneID,Length,Protein_name,Sequence_Length,Sequence_Description,Annotation_GO_ID,Enzyme_Code,Enzyme_Name
39344,XP_022325390.1,3,NC_035782.1,26761342,26814695,+,111125661,LOC111125661,1622,uncharacterized protein LOC111125661 isoform X1,4869,uncharacterized protein LOC111125661 isoform X1,GO:0005575;GO:0022857,,
39345,XP_022325391.1,3,NC_035782.1,26761342,26814695,+,111125661,LOC111125661,1622,uncharacterized protein LOC111125661 isoform X1,4869,uncharacterized protein LOC111125661 isoform X1,GO:0005575;GO:0022857,,
39346,XP_022325392.1,3,NC_035782.1,26768425,26814695,+,111125661,LOC111125661,1579,uncharacterized protein LOC111125661 isoform X2,4740,uncharacterized protein LOC111125661 isoform X2,GO:0005575;GO:0022857,,
39347,XP_022325393.1,3,NC_035782.1,26761342,26814695,+,111125661,LOC111125661,1577,uncharacterized protein LOC111125661 isoform X3,4734,uncharacterized protein LOC111125661 isoform X3,GO:0005575;GO:0022857,,
39348,XP_022325394.1,3,NC_035782.1,25861672,25901202,+,111125663,LOC111125663,997,GTPase-activating Rap/Ran-GAP domain-like protein 3 isoform X1,2994,GTPase-activating Rap/Ran-GAP domain-like protein 3 isoform X1,GO:0007165;GO:0030234,,
39349,XP_022325395.1,3,NC_035782.1,25813428,25901202,+,111125663,LOC111125663,988,GTPase-activating Rap/Ran-GAP domain-like protein 3 isoform X2,2967,GTPase-activating Rap/Ran-GAP domain-like protein 3 isoform X2,GO:0007165;GO:0030234,,
39350,XP_022325396.1,3,NC_035782.1,25861672,25901202,+,111125663,LOC111125663,986,GTPase-activating Rap/Ran-GAP domain-like protein 3 isoform X3,2961,GTPase-activating Rap/Ran-GAP domain-like protein 3 isoform X3,GO:0007165;GO:0030234,,
39351,XP_022325397.1,3,NC_035782.1,25813428,25901202,+,111125663,LOC111125663,977,GTPase-activating Rap/Ran-GAP domain-like protein 3 isoform X4,2934,GTPase-activating Rap/Ran-GAP domain-like protein 3 isoform X4,GO:0007165;GO:0030234,,
39352,XP_022325398.1,3,NC_035782.1,25877267,25901202,+,111125663,LOC111125663,967,GTPase-activating Rap/Ran-GAP domain-like protein 3 isoform X5,2904,GTPase-activating Rap/Ran-GAP domain-like protein 3 isoform X5,GO:0007165;GO:0030234,,
39353,XP_022325399.1,1,NC_035780.1,55963366,55987497,-,111125662,LOC111125662,593,zinc finger protein 614-like isoform X1,1782,zinc finger protein 614-like isoform X1,GO:0003674,,
39354,XP_022325400.1,3,NC_035782.1,25877267,25901202,+,111125663,LOC111125663,956,GTPase-activating Rap/Ran-GAP domain-like protein 3 isoform X6,2871,GTPase-activating Rap/Ran-GAP domain-like protein 3 isoform X6,GO:0007165;GO:0030234,,
39355,XP_022325401.1,3,NC_035782.1,25836621,25901202,+,111125663,LOC111125663,946,GTPase-activating Rap/Ran-GAP domain-like protein 3 isoform X7,2841,GTPase-activating Rap/Ran-GAP domain-like protein 3 isoform X7,GO:0007165;GO:0030234,,
39356,XP_022325402.1,3,NC_035782.1,25861672,25900900,+,111125663,LOC111125663,950,GTPase-activating Rap/Ran-GAP domain-like protein 3 isoform X8,2853,GTPase-activating Rap/Ran-GAP domain-like protein 3 isoform X8,GO:0007165;GO:0030234,,
39357,XP_022325403.1,3,NC_035782.1,25842696,25901202,+,111125663,LOC111125663,948,GTPase-activating Rap/Ran-GAP domain-like protein 3 isoform X9,2847,GTPase-activating Rap/Ran-GAP domain-like protein 3 isoform X9,GO:0007165;GO:0030234,,
39358,XP_022325404.1,3,NC_035782.1,54942397,54951684,-,111125664,LOC111125664,313,upstream stimulatory factor 2-like isoform X1,942,upstream stimulatory factor 2-like isoform X1,GO:0003674;GO:0009058;GO:0034641,,
39359,XP_022325405.1,3,NC_035782.1,54942397,54951684,-,111125664,LOC111125664,312,upstream stimulatory factor 2-like isoform X2,939,upstream stimulatory factor 2-like isoform X2,GO:0003674;GO:0009058;GO:0034641,,
39360,XP_022325406.1,3,NC_035782.1,54942397,54951684,-,111125664,LOC111125664,311,upstream stimulatory factor 2-like isoform X3,936,upstream stimulatory factor 2-like isoform X3,GO:0003674;GO:0009058;GO:0034641,,
39361,XP_022325407.1,3,NC_035782.1,54942397,54951684,-,111125664,LOC111125664,310,upstream stimulatory factor 2-like isoform X4,933,upstream stimulatory factor 2-like isoform X4,GO:0003674;GO:0009058;GO:0034641,,
39362,XP_022325408.1,3,NC_035782.1,54942397,54951684,-,111125664,LOC111125664,300,upstream stimulatory factor 2-like isoform X5,903,upstream stimulatory factor 2-like isoform X5,GO:0003674;GO:0009058;GO:0034641,,
39363,XP_022325409.1,1,NC_035780.1,55963366,55987497,-,111125662,LOC111125662,593,zinc finger protein 614-like isoform X1,1782,zinc finger protein 614-like isoform X1,GO:0003674,,
39364,XP_022325410.1,3,NC_035782.1,54942397,54951684,-,111125664,LOC111125664,299,upstream stimulatory factor 2-like isoform X6,900,upstream stimulatory factor 2-like isoform X6,GO:0003674;GO:0009058;GO:0034641,,
39365,XP_022325411.1,3,NC_035782.1,32409313,32421829,-,111125665,LOC111125665,1059,valine--tRNA ligase-like isoform X1,3180,valine--tRNA ligase-like isoform X1,GO:0005737;GO:0006399;GO:0006412;GO:0006520;GO:0016874;GO:0043167,EC:6.1.1.9;EC:3.1.1.1,Valine--tRNA ligase;Carboxylesterase
39366,XP_022325412.1,3,NC_035782.1,32409313,32421829,-,111125665,LOC111125665,1058,valine--tRNA ligase-like isoform X2,3177,valine--tRNA ligase-like isoform X2,GO:0005737;GO:0006399;GO:0006412;GO:0006520;GO:0016874;GO:0043167,EC:6.1.1.9;EC:3.1.1.1,Valine--tRNA ligase;Carboxylesterase
39367,XP_022325413.1,3,NC_035782.1,72185342,72196582,-,111125666,LOC111125666,664,sodium- and chloride-dependent glycine transporter 1-like,1995,sodium- and chloride-dependent glycine transporter 1-like,GO:0005575;GO:0022857,,
39368,XP_022325414.1,3,NC_035782.1,72160973,72179465,-,111125667,LOC111125667,652,sodium- and chloride-dependent glycine transporter 1-like,1959,sodium- and chloride-dependent glycine transporter 1-like,GO:0005575;GO:0022857,,
39369,XP_022325415.1,3,NC_035782.1,58067259,58081094,-,111125668,LOC111125668,727,Bardet-Biedl syndrome 7 protein homolog isoform X1,2184,Bardet-Biedl syndrome 7 protein homolog isoform X1,GO:0003674;GO:0005623;GO:0005929;GO:0022607;GO:0032991,,
39370,XP_022325416.1,3,NC_035782.1,58067259,58081094,-,111125668,LOC111125668,727,Bardet-Biedl syndrome 7 protein homolog isoform X2,2184,Bardet-Biedl syndrome 7 protein homolog isoform X2,GO:0003674;GO:0005623;GO:0005929;GO:0022607;GO:0032991,,
39371,XP_022325417.1,3,NC_035782.1,58067259,58081094,-,111125668,LOC111125668,722,Bardet-Biedl syndrome 7 protein homolog isoform X3,2169,Bardet-Biedl syndrome 7 protein homolog isoform X3,GO:0003674;GO:0005623;GO:0005929;GO:0022607;GO:0032991,,
39372,XP_022325418.1,1,NC_035780.1,55963366,55987497,-,111125662,LOC111125662,557,zinc finger protein 449-like isoform X2,1674,zinc finger protein 449-like isoform X2,GO:0003674,,
39373,XP_022325419.1,3,NC_035782.1,44005237,44006451,-,111125669,LOC111125669,404,"beta-1,3-galactosyltransferase 5-like isoform X1",1215,beta-1%2C3-galactosyltransferase 5-like isoform X1,GO:0005575;GO:0006464;GO:0009058;GO:0016757,,
39374,XP_022325420.1,3,NC_035782.1,44000767,44001894,-,111125669,LOC111125669,375,"beta-1,3-galactosyltransferase 1-like isoform X2",1128,beta-1%2C3-galactosyltransferase 1-like isoform X2,GO:0005575;GO:0006464;GO:0009058;GO:0016757,,
39375,XP_022325421.1,3,NC_035782.1,44000767,44001894,-,111125669,LOC111125669,375,"beta-1,3-galactosyltransferase 1-like isoform X2",1128,beta-1%2C3-galactosyltransferase 1-like isoform X2,GO:0005575;GO:0006464;GO:0009058;GO:0016757,,
39376,XP_022325422.1,3,NC_035782.1,68171748,68182315,-,111125670,LOC111125670,246,prostaglandin F2-alpha receptor-like,741,prostaglandin F2-alpha receptor-like,GO:0003674;GO:0005575;GO:0007165,,
39377,XP_022325423.1,3,NC_035782.1,68188062,68206584,+,111125671,LOC111125671,885,LOW QUALITY PROTEIN: ATP-binding cassette sub-family E member 1-like,2652,LOW QUALITY PROTEIN: ATP-binding cassette sub-family E member 1-like,GO:0016887;GO:0043167,EC:3.6.1.3;EC:3.6.1.15,Adenosinetriphosphatase;Nucleoside-triphosphate phosphatase
39378,XP_022325424.1,3,NC_035782.1,13340671,13397768,-,111125672,LOC111125672,1837,low-density lipoprotein receptor-related protein 2-like isoform X1,5514,low-density lipoprotein receptor-related protein 2-like isoform X1,,,
39379,XP_022325425.1,3,NC_035782.1,13340671,13397768,-,111125672,LOC111125672,1721,low-density lipoprotein receptor-related protein-like isoform X2,5166,low-density lipoprotein receptor-related protein-like isoform X2,,,
39380,XP_022325426.1,3,NC_035782.1,12810213,12889063,-,111125673,LOC111125673,1973,prolow-density lipoprotein receptor-related protein 1-like isoform X1,5922,prolow-density lipoprotein receptor-related protein 1-like isoform X1,,,
39381,XP_022325427.1,1,NC_035780.1,55957497,55987497,-,111125662,LOC111125662,402,uncharacterized protein LOC111125662 isoform X3,1209,uncharacterized protein LOC111125662 isoform X3,,,
39382,XP_022325428.1,3,NC_035782.1,12810213,12882236,-,111125673,LOC111125673,1971,prolow-density lipoprotein receptor-related protein 1-like isoform X2,5916,prolow-density lipoprotein receptor-related protein 1-like isoform X2,,,
39383,XP_022325429.1,3,NC_035782.1,12810213,12889063,-,111125673,LOC111125673,1958,prolow-density lipoprotein receptor-related protein 1-like isoform X3,5877,prolow-density lipoprotein receptor-related protein 1-like isoform X3,,,
39384,XP_022325430.1,3,NC_035782.1,12810213,12877283,-,111125673,LOC111125673,1771,prolow-density lipoprotein receptor-related protein 1-like isoform X4,5316,prolow-density lipoprotein receptor-related protein 1-like isoform X4,,,
39385,XP_022325431.1,3,NC_035782.1,13432380,13614613,+,111125675,LOC111125675,1538,LOW QUALITY PROTEIN: low-density lipoprotein receptor-related protein 2-like,4614,LOW QUALITY PROTEIN: low-density lipoprotein receptor-related protein 2-like,,,
39386,XP_022325432.1,3,NC_035782.1,13133304,13148774,+,111125676,LOC111125676,1347,WD repeat-containing protein 19-like,4044,WD repeat-containing protein 19-like,GO:0003674;GO:0030705,,
39387,XP_022325433.1,3,NC_035782.1,12949036,12969736,-,111125677,LOC111125677,1208,receptor-type tyrosine-protein phosphatase F-like isoform X1,3627,receptor-type tyrosine-protein phosphatase F-like isoform X1,GO:0006464;GO:0006520;GO:0016791,EC:3.1.3.16;EC:3.1.3.48,Protein-serine/threonine phosphatase;Protein-tyrosine-phosphatase
39388,XP_022325434.1,3,NC_035782.1,12949036,12969736,-,111125677,LOC111125677,1208,receptor-type tyrosine-protein phosphatase F-like isoform X1,3627,receptor-type tyrosine-protein phosphatase F-like isoform X1,GO:0006464;GO:0006520;GO:0016791,EC:3.1.3.16;EC:3.1.3.48,Protein-serine/threonine phosphatase;Protein-tyrosine-phosphatase
39389,XP_022325435.1,3,NC_035782.1,12949036,12969736,-,111125677,LOC111125677,1208,receptor-type tyrosine-protein phosphatase F-like isoform X1,3627,receptor-type tyrosine-protein phosphatase F-like isoform X1,GO:0006464;GO:0006520;GO:0016791,EC:3.1.3.16;EC:3.1.3.48,Protein-serine/threonine phosphatase;Protein-tyrosine-phosphatase
39390,XP_022325436.1,1,NC_035780.1,55966835,55987497,-,111125662,LOC111125662,359,uncharacterized protein LOC111125662 isoform X4,1080,uncharacterized protein LOC111125662 isoform X4,,,
39391,XP_022325437.1,3,NC_035782.1,12949036,12969736,-,111125677,LOC111125677,1163,receptor-type tyrosine-protein phosphatase F-like isoform X2,3492,receptor-type tyrosine-protein phosphatase F-like isoform X2,GO:0006464;GO:0006520;GO:0016791,EC:3.1.3.16;EC:3.1.3.48,Protein-serine/threonine phosphatase;Protein-tyrosine-phosphatase
39392,XP_022325438.1,3,NC_035782.1,12949036,12969736,-,111125677,LOC111125677,1161,receptor-type tyrosine-protein phosphatase F-like isoform X3,3486,receptor-type tyrosine-protein phosphatase F-like isoform X3,GO:0006464;GO:0006520;GO:0016791,EC:3.1.3.16;EC:3.1.3.48,Protein-serine/threonine phosphatase;Protein-tyrosine-phosphatase
39393,XP_022325439.1,3,NC_035782.1,12767001,12802154,+,111125678,LOC111125678,1044,low-density lipoprotein receptor-related protein 6-like isoform X1,3135,low-density lipoprotein receptor-related protein 6-like isoform X1,,,
39394,XP_022325440.1,3,NC_035782.1,12767001,12802154,+,111125678,LOC111125678,1027,low-density lipoprotein receptor-related protein 1-like isoform X2,3084,low-density lipoprotein receptor-related protein 1-like isoform X2,,,
39395,XP_022325441.1,3,NC_035782.1,12767001,12802154,+,111125678,LOC111125678,890,low-density lipoprotein receptor-related protein 6-like isoform X3,2673,low-density lipoprotein receptor-related protein 6-like isoform X3,,,
39396,XP_022325442.1,3,NC_035782.1,13296637,13305707,+,111125679,LOC111125679,823,laccase-like,2472,laccase-like,GO:0016491;GO:0043167,,
39397,XP_022325443.1,3,NC_035782.1,13158268,13168531,+,111125680,LOC111125680,804,PAB-dependent poly(A)-specific ribonuclease subunit PAN3-like,2415,PAB-dependent poly(A)-specific ribonuclease subunit PAN3-like,GO:0003723;GO:0005737;GO:0006397;GO:0006464;GO:0016301;GO:0032991;GO:0034655;GO:0043167,,
39398,XP_022325444.1,3,NC_035782.1,13091529,13098677,+,111125681,LOC111125681,720,peroxidase-like protein,2163,peroxidase-like protein,GO:0006950;GO:0016491,EC:1.11.1.7,Peroxidase
39399,XP_022325445.1,1,NC_035780.1,55963366,55973157,-,111125662,LOC111125662,353,zinc finger protein 567-like isoform X5,1062,zinc finger protein 567-like isoform X5,GO:0003674,,
39400,XP_022325446.1,3,NC_035782.1,12939502,12941607,+,111125682,LOC111125682,701,tripartite motif-containing protein 45-like,2106,tripartite motif-containing protein 45-like,GO:0043167,,
39401,XP_022325447.1,3,NC_035782.1,13531941,13534488,-,111125683,LOC111125683,672,uncharacterized protein LOC111125683,2019,uncharacterized protein LOC111125683,,,
39402,XP_022325448.1,3,NC_035782.1,13318894,13332817,+,111125684,LOC111125684,637,low-density lipoprotein receptor-related protein 4-like,1914,low-density lipoprotein receptor-related protein 4-like,,,
39403,XP_022325449.1,3,NC_035782.1,13110268,13133085,-,111125685,LOC111125685,605,"acyl-CoA synthetase family member 2, mitochondrial-like",1818,acyl-CoA synthetase family member 2%2C mitochondrial-like,GO:0003674,,
39404,XP_022325450.1,3,NC_035782.1,13506046,13540624,+,111125686,LOC111125686,469,LOW QUALITY PROTEIN: low-density lipoprotein receptor-related protein 6-like,1407,LOW QUALITY PROTEIN: low-density lipoprotein receptor-related protein 6-like,,,
39405,XP_022325451.1,3,NC_035782.1,13618882,13628577,+,111125687,LOC111125687,477,low-density lipoprotein receptor-related protein 6-like,1434,low-density lipoprotein receptor-related protein 6-like,GO:0043167,,
39406,XP_022325452.1,3,NC_035782.1,12991774,13002222,-,111125688,LOC111125688,392,protein draper-like isoform X1,1179,protein draper-like isoform X1,,,
39407,XP_022325453.1,3,NC_035782.1,12992761,13002222,-,111125688,LOC111125688,343,protein draper-like isoform X2,1032,protein draper-like isoform X2,,,
39408,XP_022325454.1,3,NC_035782.1,12992761,13002222,-,111125688,LOC111125688,337,protein draper-like isoform X3,1014,protein draper-like isoform X3,,,
39409,XP_022325455.1,3,NC_035782.1,13216050,13227636,+,111125690,LOC111125690,336,mitochondrial ornithine transporter 1-like,1011,mitochondrial ornithine transporter 1-like,GO:0022857,,
39410,XP_022325456.1,1,NC_035780.1,55909560,55911728,-,111125689,LOC111125689,586,uncharacterized protein LOC111125689,1761,uncharacterized protein LOC111125689,GO:0043167,,
39411,XP_022325457.1,3,NC_035782.1,12918572,12930067,-,111125691,LOC111125691,335,2-amino-3-carboxymuconate-6-semialdehyde decarboxylase-like,1008,2-amino-3-carboxymuconate-6-semialdehyde decarboxylase-like,GO:0016829,,
39412,XP_022325458.1,3,NC_035782.1,12945139,12946187,+,111125692,LOC111125692,277,uncharacterized protein LOC111125692,834,uncharacterized protein LOC111125692,GO:0003674,,
39413,XP_022325459.1,3,NC_035782.1,13234035,13237599,-,111125693,LOC111125693,265,2-5A-dependent ribonuclease-like,798,2-5A-dependent ribonuclease-like,GO:0003674,,
39414,XP_022325460.1,3,NC_035782.1,12904525,12906794,+,111125694,LOC111125694,170,uncharacterized protein LOC111125694 isoform X1,513,uncharacterized protein LOC111125694 isoform X1,,,
39415,XP_022325461.1,3,NC_035782.1,12904525,12906794,+,111125694,LOC111125694,116,uncharacterized protein LOC111125694 isoform X2,351,uncharacterized protein LOC111125694 isoform X2,,,
39416,XP_022325462.1,3,NC_035782.1,13050541,13061084,+,111125695,LOC111125695,170,uncharacterized protein LOC111125695 isoform X1,513,uncharacterized protein LOC111125695 isoform X1,,,
39417,XP_022325463.1,3,NC_035782.1,13050541,13061084,+,111125695,LOC111125695,128,uncharacterized protein LOC111125695 isoform X2,387,uncharacterized protein LOC111125695 isoform X2,,,
39418,XP_022325464.1,3,NC_035782.1,13041471,13047254,-,111125696,LOC111125696,161,uncharacterized protein LOC111125696,486,uncharacterized protein LOC111125696,,,
39419,XP_022325465.1,3,NC_035782.1,13196298,13199234,-,111125698,LOC111125698,155,uncharacterized protein LOC111125698 isoform X1,468,uncharacterized protein LOC111125698 isoform X1,,,
39420,XP_022325466.1,3,NC_035782.1,13196298,13199234,-,111125698,LOC111125698,144,uncharacterized protein LOC111125698 isoform X2,435,uncharacterized protein LOC111125698 isoform X2,,,
39421,XP_022325467.1,3,NC_035782.1,13012030,13012842,-,111125699,LOC111125699,132,putative nuclease HARBI1,399,putative nuclease HARBI1,,,
39422,XP_022325468.1,1,NC_035780.1,45436042,45447613,-,111125674,LOC111125674,861,transcription elongation factor B polypeptide 3-like,2586,transcription elongation factor B polypeptide 3-like,GO:0005654;GO:0009058;GO:0032991;GO:0034641,,
39423,XP_022325469.1,1,NC_035780.1,55907350,55908982,+,111125697,LOC111125697,479,uncharacterized protein LOC111125697,1440,uncharacterized protein LOC111125697,GO:0003674,,
39424,XP_022325470.1,3,NC_035782.1,13262714,13282288,+,111125700,LOC111125700,828,LOW QUALITY PROTEIN: laccase-2-like,2487,LOW QUALITY PROTEIN: laccase-2-like,GO:0016491;GO:0043167,,
39425,XP_022325471.1,3,NC_035782.1,8799026,8820696,+,111125706,LOC111125706,304,pyroglutamylated RFamide peptide receptor-like,915,pyroglutamylated RFamide peptide receptor-like,GO:0003674;GO:0005575;GO:0007165,,
39426,XP_022325472.1,3,NC_035782.1,8780608,8781495,-,111125707,LOC111125707,169,THAP domain-containing protein 4-like,510,THAP domain-containing protein 4-like,GO:0003674,,
39427,XP_022325473.1,3,NC_035782.1,29548994,29571401,-,111125710,LOC111125710,4329,protein split ends-like isoform X1,12990,protein split ends-like isoform X1,GO:0005634;GO:0005694;GO:0006464;GO:0006520;GO:0008168;GO:0009056;GO:0009058;GO:0034641;GO:0051276,EC:2.1.1.43,Histone-lysine N-methyltransferase
